uniqPhages,uniqSpecies,Infectivity
1.034.O.,Shewanella sp. 10N.6,NoInf
1.034.O.,Shewanella sp. 10N.7,NoInf
1.034.O.,Vibrio alginolyticus,NoInf
1.034.O.,Vibrio anguillarum,NoInf
1.034.O.,Vibrio breoganii,Inf
1.034.O.,Vibrio cyclitrophicus,NoInf
1.034.O.,Vibrio jasicida,NoInf
1.034.O.,Vibrio kanaloae,NoInf
1.034.O.,Vibrio lentus,NoInf
1.034.O.,Vibrio parahaemolyticus,NoInf
1.034.O.,Vibrio sp. 10N.1,NoInf
1.034.O.,Vibrio sp. 10N.2,NoInf
1.034.O.,Vibrio sp. 10N.3,NoInf
1.034.O.,Vibrio sp. 10N.4,NoInf
1.034.O.,Vibrio sp. 10N.5,NoInf
1.034.O.,Vibrio sp. F12,NoInf
1.034.O.,Vibrio sp. F13,NoInf
1.034.O.,Vibrio splendidus,NoInf
1.034.O.,Vibrio tasmaniensis,NoInf
1.034.O.,Vibrio vulnificus,NoInf
1.036.O.,Aliivibrio fischeri,NoInf
1.036.O.,Enterovibrio norvegicus,NoInf
1.036.O.,Shewanella sp. 10N.6,NoInf
1.036.O.,Shewanella sp. 10N.7,NoInf
1.036.O.,Vibrio alginolyticus,NoInf
1.036.O.,Vibrio anguillarum,NoInf
1.036.O.,Vibrio breoganii,NoInf
1.036.O.,Vibrio cyclitrophicus,NoInf
1.036.O.,Vibrio jasicida,NoInf
1.036.O.,Vibrio kanaloae,NoInf
1.036.O.,Vibrio lentus,Inf
1.036.O.,Vibrio parahaemolyticus,NoInf
1.036.O.,Vibrio sp. 10N.1,NoInf
1.036.O.,Vibrio sp. 10N.2,NoInf
1.036.O.,Vibrio sp. 10N.3,NoInf
1.036.O.,Vibrio sp. 10N.4,NoInf
1.036.O.,Vibrio sp. 10N.5,NoInf
1.036.O.,Vibrio sp. F12,NoInf
1.036.O.,Vibrio sp. F13,NoInf
1.036.O.,Vibrio splendidus,NoInf
1.036.O.,Vibrio tasmaniensis,NoInf
1.036.O.,Vibrio vulnificus,NoInf
1.037.O.,Aliivibrio fischeri,NoInf
1.037.O.,Enterovibrio norvegicus,NoInf
1.037.O.,Shewanella sp. 10N.6,NoInf
1.037.O.,Shewanella sp. 10N.7,NoInf
1.037.O.,Vibrio alginolyticus,NoInf
1.037.O.,Vibrio anguillarum,NoInf
1.037.O.,Vibrio breoganii,NoInf
1.037.O.,Vibrio cyclitrophicus,NoInf
1.037.O.,Vibrio jasicida,NoInf
1.037.O.,Vibrio kanaloae,NoInf
1.037.O.,Vibrio lentus,Inf
1.037.O.,Vibrio parahaemolyticus,NoInf
1.037.O.,Vibrio sp. 10N.1,NoInf
1.037.O.,Vibrio sp. 10N.2,NoInf
1.037.O.,Vibrio sp. 10N.3,NoInf
1.037.O.,Vibrio sp. 10N.4,NoInf
1.037.O.,Vibrio sp. 10N.5,NoInf
1.037.O.,Vibrio sp. F12,NoInf
1.037.O.,Vibrio sp. F13,NoInf
1.037.O.,Vibrio splendidus,NoInf
1.037.O.,Vibrio tasmaniensis,NoInf
1.037.O.,Vibrio vulnificus,NoInf
1.038.O.,Aliivibrio fischeri,NoInf
1.038.O.,Enterovibrio norvegicus,NoInf
1.038.O.,Shewanella sp. 10N.6,NoInf
1.038.O.,Shewanella sp. 10N.7,NoInf
1.038.O.,Vibrio alginolyticus,NoInf
1.038.O.,Vibrio anguillarum,NoInf
1.038.O.,Vibrio breoganii,NoInf
1.038.O.,Vibrio cyclitrophicus,NoInf
1.038.O.,Vibrio jasicida,NoInf
1.038.O.,Vibrio kanaloae,NoInf
1.038.O.,Vibrio lentus,Inf
1.038.O.,Vibrio parahaemolyticus,NoInf
1.038.O.,Vibrio sp. 10N.1,NoInf
1.038.O.,Vibrio sp. 10N.2,NoInf
1.038.O.,Vibrio sp. 10N.3,NoInf
1.038.O.,Vibrio sp. 10N.4,NoInf
1.038.O.,Vibrio sp. 10N.5,NoInf
1.038.O.,Vibrio sp. F12,NoInf
1.038.O.,Vibrio sp. F13,NoInf
1.038.O.,Vibrio splendidus,NoInf
1.038.O.,Vibrio tasmaniensis,NoInf
1.038.O.,Vibrio vulnificus,NoInf
1.039.O.,Aliivibrio fischeri,NoInf
1.039.O.,Enterovibrio norvegicus,NoInf
1.039.O.,Shewanella sp. 10N.6,NoInf
1.039.O.,Shewanella sp. 10N.7,NoInf
1.039.O.,Vibrio alginolyticus,NoInf
1.039.O.,Vibrio anguillarum,NoInf
1.039.O.,Vibrio breoganii,NoInf
1.039.O.,Vibrio cyclitrophicus,NoInf
1.039.O.,Vibrio jasicida,NoInf
1.039.O.,Vibrio kanaloae,NoInf
1.039.O.,Vibrio lentus,Inf
1.039.O.,Vibrio parahaemolyticus,NoInf
1.039.O.,Vibrio sp. 10N.1,NoInf
1.039.O.,Vibrio sp. 10N.2,NoInf
1.039.O.,Vibrio sp. 10N.3,NoInf
1.039.O.,Vibrio sp. 10N.4,NoInf
1.039.O.,Vibrio sp. 10N.5,NoInf
1.039.O.,Vibrio sp. F12,NoInf
1.039.O.,Vibrio sp. F13,NoInf
1.039.O.,Vibrio splendidus,NoInf
1.039.O.,Vibrio tasmaniensis,NoInf
1.039.O.,Vibrio vulnificus,NoInf
1.040.O.,Aliivibrio fischeri,NoInf
1.040.O.,Enterovibrio norvegicus,NoInf
1.040.O.,Shewanella sp. 10N.6,NoInf
1.040.O.,Shewanella sp. 10N.7,NoInf
1.040.O.,Vibrio alginolyticus,NoInf
1.040.O.,Vibrio anguillarum,NoInf
1.040.O.,Vibrio breoganii,NoInf
1.040.O.,Vibrio cyclitrophicus,Inf
1.040.O.,Vibrio jasicida,NoInf
1.040.O.,Vibrio kanaloae,NoInf
1.040.O.,Vibrio lentus,Inf
1.040.O.,Vibrio parahaemolyticus,NoInf
1.040.O.,Vibrio sp. 10N.1,NoInf
1.040.O.,Vibrio sp. 10N.2,NoInf
1.040.O.,Vibrio sp. 10N.3,NoInf
1.040.O.,Vibrio sp. 10N.4,NoInf
1.040.O.,Vibrio sp. 10N.5,NoInf
1.040.O.,Vibrio sp. F12,Inf
1.040.O.,Vibrio sp. F13,NoInf
1.040.O.,Vibrio splendidus,Inf
1.040.O.,Vibrio tasmaniensis,NoInf
1.040.O.,Vibrio vulnificus,NoInf
1.042.O.,Aliivibrio fischeri,NoInf
1.042.O.,Enterovibrio norvegicus,NoInf
1.042.O.,Shewanella sp. 10N.6,NoInf
1.042.O.,Shewanella sp. 10N.7,NoInf
1.042.O.,Vibrio alginolyticus,NoInf
1.042.O.,Vibrio anguillarum,NoInf
1.042.O.,Vibrio breoganii,NoInf
1.042.O.,Vibrio cyclitrophicus,NoInf
1.042.O.,Vibrio jasicida,NoInf
1.042.O.,Vibrio kanaloae,NoInf
1.042.O.,Vibrio lentus,Inf
1.042.O.,Vibrio parahaemolyticus,NoInf
1.042.O.,Vibrio sp. 10N.1,NoInf
1.042.O.,Vibrio sp. 10N.2,NoInf
1.042.O.,Vibrio sp. 10N.3,NoInf
1.042.O.,Vibrio sp. 10N.4,NoInf
1.042.O.,Vibrio sp. 10N.5,NoInf
1.042.O.,Vibrio sp. F12,NoInf
1.042.O.,Vibrio sp. F13,NoInf
1.042.O.,Vibrio splendidus,NoInf
1.042.O.,Vibrio tasmaniensis,NoInf
1.042.O.,Vibrio vulnificus,NoInf
1.043.O.,Aliivibrio fischeri,NoInf
1.043.O.,Enterovibrio norvegicus,NoInf
1.043.O.,Shewanella sp. 10N.6,NoInf
1.043.O.,Shewanella sp. 10N.7,NoInf
1.043.O.,Vibrio alginolyticus,NoInf
1.043.O.,Vibrio anguillarum,NoInf
1.043.O.,Vibrio breoganii,NoInf
1.043.O.,Vibrio cyclitrophicus,Inf
1.043.O.,Vibrio jasicida,NoInf
1.043.O.,Vibrio kanaloae,NoInf
1.043.O.,Vibrio lentus,Inf
1.043.O.,Vibrio parahaemolyticus,NoInf
1.043.O.,Vibrio sp. 10N.1,NoInf
1.043.O.,Vibrio sp. 10N.2,NoInf
1.043.O.,Vibrio sp. 10N.3,NoInf
1.043.O.,Vibrio sp. 10N.4,NoInf
1.043.O.,Vibrio sp. 10N.5,NoInf
1.043.O.,Vibrio sp. F12,Inf
1.043.O.,Vibrio sp. F13,NoInf
1.043.O.,Vibrio splendidus,Inf
1.043.O.,Vibrio tasmaniensis,NoInf
1.043.O.,Vibrio vulnificus,NoInf
1.044.O.,Aliivibrio fischeri,NoInf
1.044.O.,Enterovibrio norvegicus,NoInf
1.044.O.,Shewanella sp. 10N.6,NoInf
1.044.O.,Shewanella sp. 10N.7,NoInf
1.044.O.,Vibrio alginolyticus,NoInf
1.044.O.,Vibrio anguillarum,NoInf
1.044.O.,Vibrio breoganii,NoInf
1.044.O.,Vibrio cyclitrophicus,Inf
1.044.O.,Vibrio jasicida,NoInf
1.044.O.,Vibrio kanaloae,NoInf
1.044.O.,Vibrio lentus,Inf
1.044.O.,Vibrio parahaemolyticus,NoInf
1.044.O.,Vibrio sp. 10N.1,NoInf
1.044.O.,Vibrio sp. 10N.2,NoInf
1.044.O.,Vibrio sp. 10N.3,NoInf
1.044.O.,Vibrio sp. 10N.4,NoInf
1.044.O.,Vibrio sp. 10N.5,NoInf
1.044.O.,Vibrio sp. F12,Inf
1.044.O.,Vibrio sp. F13,NoInf
1.044.O.,Vibrio splendidus,Inf
1.044.O.,Vibrio tasmaniensis,NoInf
1.044.O.,Vibrio vulnificus,NoInf
1.046.O.,Aliivibrio fischeri,NoInf
1.046.O.,Enterovibrio norvegicus,NoInf
1.046.O.,Shewanella sp. 10N.6,NoInf
1.046.O.,Shewanella sp. 10N.7,NoInf
1.046.O.,Vibrio alginolyticus,NoInf
1.046.O.,Vibrio anguillarum,NoInf
1.046.O.,Vibrio breoganii,NoInf
1.046.O.,Vibrio cyclitrophicus,NoInf
1.046.O.,Vibrio jasicida,NoInf
1.046.O.,Vibrio kanaloae,NoInf
1.046.O.,Vibrio lentus,NoInf
1.046.O.,Vibrio parahaemolyticus,NoInf
1.046.O.,Vibrio sp. 10N.1,NoInf
1.046.O.,Vibrio sp. 10N.2,NoInf
1.046.O.,Vibrio sp. 10N.3,NoInf
1.046.O.,Vibrio sp. 10N.4,NoInf
1.046.O.,Vibrio sp. 10N.5,NoInf
1.046.O.,Vibrio sp. F12,NoInf
1.046.O.,Vibrio sp. F13,NoInf
1.046.O.,Vibrio splendidus,Inf
1.046.O.,Vibrio tasmaniensis,NoInf
1.046.O.,Vibrio vulnificus,NoInf
1.047.O.,Aliivibrio fischeri,NoInf
1.047.O.,Enterovibrio norvegicus,NoInf
1.047.O.,Shewanella sp. 10N.6,NoInf
1.047.O.,Shewanella sp. 10N.7,NoInf
1.047.O.,Vibrio alginolyticus,NoInf
1.047.O.,Vibrio anguillarum,NoInf
1.047.O.,Vibrio breoganii,NoInf
1.047.O.,Vibrio cyclitrophicus,NoInf
1.047.O.,Vibrio jasicida,NoInf
1.047.O.,Vibrio kanaloae,NoInf
1.047.O.,Vibrio lentus,NoInf
1.047.O.,Vibrio parahaemolyticus,NoInf
1.047.O.,Vibrio sp. 10N.1,NoInf
1.047.O.,Vibrio sp. 10N.2,NoInf
1.047.O.,Vibrio sp. 10N.3,NoInf
1.047.O.,Vibrio sp. 10N.4,NoInf
1.047.O.,Vibrio sp. 10N.5,NoInf
1.047.O.,Vibrio sp. F12,NoInf
1.047.O.,Vibrio sp. F13,NoInf
1.047.O.,Vibrio splendidus,NoInf
1.047.O.,Vibrio tasmaniensis,NoInf
1.047.O.,Vibrio vulnificus,NoInf
1.048.O.,Aliivibrio fischeri,NoInf
1.048.O.,Enterovibrio norvegicus,NoInf
1.048.O.,Shewanella sp. 10N.6,NoInf
1.048.O.,Shewanella sp. 10N.7,NoInf
1.048.O.,Vibrio alginolyticus,NoInf
1.048.O.,Vibrio anguillarum,NoInf
1.048.O.,Vibrio breoganii,NoInf
1.048.O.,Vibrio cyclitrophicus,Inf
1.048.O.,Vibrio jasicida,NoInf
1.048.O.,Vibrio kanaloae,NoInf
1.048.O.,Vibrio lentus,Inf
1.048.O.,Vibrio parahaemolyticus,NoInf
1.048.O.,Vibrio sp. 10N.1,NoInf
1.048.O.,Vibrio sp. 10N.2,NoInf
1.048.O.,Vibrio sp. 10N.3,NoInf
1.048.O.,Vibrio sp. 10N.4,NoInf
1.048.O.,Vibrio sp. 10N.5,NoInf
1.048.O.,Vibrio sp. F12,Inf
1.048.O.,Vibrio sp. F13,NoInf
1.048.O.,Vibrio splendidus,Inf
1.048.O.,Vibrio tasmaniensis,NoInf
1.048.O.,Vibrio vulnificus,NoInf
1.049.O.,Aliivibrio fischeri,NoInf
1.049.O.,Enterovibrio norvegicus,NoInf
1.049.O.,Shewanella sp. 10N.6,Inf
1.049.O.,Shewanella sp. 10N.7,NoInf
1.049.O.,Vibrio alginolyticus,NoInf
1.049.O.,Vibrio anguillarum,NoInf
1.049.O.,Vibrio breoganii,NoInf
1.049.O.,Vibrio cyclitrophicus,NoInf
1.049.O.,Vibrio jasicida,NoInf
1.049.O.,Vibrio kanaloae,NoInf
1.049.O.,Vibrio lentus,NoInf
1.049.O.,Vibrio parahaemolyticus,NoInf
1.049.O.,Vibrio sp. 10N.1,NoInf
1.049.O.,Vibrio sp. 10N.2,NoInf
1.049.O.,Vibrio sp. 10N.3,NoInf
1.049.O.,Vibrio sp. 10N.4,NoInf
1.049.O.,Vibrio sp. 10N.5,NoInf
1.049.O.,Vibrio sp. F12,NoInf
1.049.O.,Vibrio sp. F13,NoInf
1.049.O.,Vibrio splendidus,NoInf
1.049.O.,Vibrio tasmaniensis,NoInf
1.049.O.,Vibrio vulnificus,NoInf
1.050.O.,Aliivibrio fischeri,NoInf
1.050.O.,Enterovibrio norvegicus,NoInf
1.050.O.,Shewanella sp. 10N.6,Inf
1.050.O.,Shewanella sp. 10N.7,NoInf
1.050.O.,Vibrio alginolyticus,NoInf
1.050.O.,Vibrio anguillarum,NoInf
1.050.O.,Vibrio breoganii,NoInf
1.050.O.,Vibrio cyclitrophicus,NoInf
1.050.O.,Vibrio jasicida,NoInf
1.050.O.,Vibrio kanaloae,NoInf
1.050.O.,Vibrio lentus,NoInf
1.050.O.,Vibrio parahaemolyticus,NoInf
1.050.O.,Vibrio sp. 10N.1,NoInf
1.050.O.,Vibrio sp. 10N.2,NoInf
1.050.O.,Vibrio sp. 10N.3,NoInf
1.050.O.,Vibrio sp. 10N.4,NoInf
1.050.O.,Vibrio sp. 10N.5,NoInf
1.050.O.,Vibrio sp. F12,NoInf
1.050.O.,Vibrio sp. F13,NoInf
1.050.O.,Vibrio splendidus,NoInf
1.050.O.,Vibrio tasmaniensis,NoInf
1.050.O.,Vibrio vulnificus,NoInf
1.052.A.,Aliivibrio fischeri,NoInf
1.052.A.,Enterovibrio norvegicus,Inf
1.052.A.,Shewanella sp. 10N.6,NoInf
1.052.A.,Shewanella sp. 10N.7,NoInf
1.052.A.,Vibrio alginolyticus,NoInf
1.052.A.,Vibrio anguillarum,NoInf
1.052.A.,Vibrio breoganii,NoInf
1.052.A.,Vibrio cyclitrophicus,NoInf
1.052.A.,Vibrio jasicida,NoInf
1.052.A.,Vibrio kanaloae,NoInf
1.052.A.,Vibrio lentus,NoInf
1.052.A.,Vibrio parahaemolyticus,NoInf
1.052.A.,Vibrio sp. 10N.1,NoInf
1.052.A.,Vibrio sp. 10N.2,NoInf
1.052.A.,Vibrio sp. 10N.3,NoInf
1.052.A.,Vibrio sp. 10N.4,NoInf
1.052.A.,Vibrio sp. 10N.5,NoInf
1.052.A.,Vibrio sp. F12,NoInf
1.052.A.,Vibrio sp. F13,NoInf
1.052.A.,Vibrio splendidus,NoInf
1.052.A.,Vibrio tasmaniensis,NoInf
1.052.A.,Vibrio vulnificus,NoInf
1.054.O.,Aliivibrio fischeri,NoInf
1.054.O.,Enterovibrio norvegicus,NoInf
1.054.O.,Shewanella sp. 10N.6,NoInf
1.054.O.,Shewanella sp. 10N.7,NoInf
1.054.O.,Vibrio alginolyticus,NoInf
1.054.O.,Vibrio anguillarum,NoInf
1.054.O.,Vibrio breoganii,NoInf
1.054.O.,Vibrio cyclitrophicus,NoInf
1.054.O.,Vibrio jasicida,NoInf
1.054.O.,Vibrio kanaloae,NoInf
1.054.O.,Vibrio lentus,NoInf
1.054.O.,Vibrio parahaemolyticus,NoInf
1.054.O.,Vibrio sp. 10N.1,NoInf
1.054.O.,Vibrio sp. 10N.2,NoInf
1.054.O.,Vibrio sp. 10N.3,Inf
1.054.O.,Vibrio sp. 10N.4,NoInf
1.054.O.,Vibrio sp. 10N.5,NoInf
1.054.O.,Vibrio sp. F12,NoInf
1.054.O.,Vibrio sp. F13,NoInf
1.054.O.,Vibrio splendidus,NoInf
1.054.O.,Vibrio tasmaniensis,NoInf
1.054.O.,Vibrio vulnificus,NoInf
1.055.O.,Aliivibrio fischeri,NoInf
1.055.O.,Enterovibrio norvegicus,NoInf
1.055.O.,Shewanella sp. 10N.6,Inf
1.055.O.,Shewanella sp. 10N.7,NoInf
1.055.O.,Vibrio alginolyticus,NoInf
1.055.O.,Vibrio anguillarum,NoInf
1.055.O.,Vibrio breoganii,NoInf
1.055.O.,Vibrio cyclitrophicus,NoInf
1.055.O.,Vibrio jasicida,NoInf
1.055.O.,Vibrio kanaloae,NoInf
1.055.O.,Vibrio lentus,NoInf
1.055.O.,Vibrio parahaemolyticus,NoInf
1.055.O.,Vibrio sp. 10N.1,NoInf
1.055.O.,Vibrio sp. 10N.2,NoInf
1.055.O.,Vibrio sp. 10N.3,NoInf
1.055.O.,Vibrio sp. 10N.4,NoInf
1.055.O.,Vibrio sp. 10N.5,NoInf
1.055.O.,Vibrio sp. F12,NoInf
1.055.O.,Vibrio sp. F13,NoInf
1.055.O.,Vibrio splendidus,NoInf
1.055.O.,Vibrio tasmaniensis,NoInf
1.055.O.,Vibrio vulnificus,NoInf
1.056.O.,Aliivibrio fischeri,NoInf
1.056.O.,Enterovibrio norvegicus,NoInf
1.056.O.,Shewanella sp. 10N.6,NoInf
1.056.O.,Shewanella sp. 10N.7,NoInf
1.056.O.,Vibrio alginolyticus,NoInf
1.056.O.,Vibrio anguillarum,NoInf
1.056.O.,Vibrio breoganii,NoInf
1.056.O.,Vibrio cyclitrophicus,NoInf
1.056.O.,Vibrio jasicida,NoInf
1.056.O.,Vibrio kanaloae,NoInf
1.056.O.,Vibrio lentus,Inf
1.056.O.,Vibrio parahaemolyticus,NoInf
1.056.O.,Vibrio sp. 10N.1,NoInf
1.056.O.,Vibrio sp. 10N.2,NoInf
1.056.O.,Vibrio sp. 10N.3,NoInf
1.056.O.,Vibrio sp. 10N.4,NoInf
1.056.O.,Vibrio sp. 10N.5,NoInf
1.056.O.,Vibrio sp. F12,NoInf
1.056.O.,Vibrio sp. F13,NoInf
1.056.O.,Vibrio splendidus,NoInf
1.056.O.,Vibrio tasmaniensis,NoInf
1.056.O.,Vibrio vulnificus,NoInf
1.057.O.,Aliivibrio fischeri,NoInf
1.057.O.,Enterovibrio norvegicus,NoInf
1.057.O.,Shewanella sp. 10N.6,NoInf
1.057.O.,Shewanella sp. 10N.7,NoInf
1.057.O.,Vibrio alginolyticus,NoInf
1.057.O.,Vibrio anguillarum,NoInf
1.057.O.,Vibrio breoganii,NoInf
1.057.O.,Vibrio cyclitrophicus,Inf
1.057.O.,Vibrio jasicida,NoInf
1.057.O.,Vibrio kanaloae,NoInf
1.057.O.,Vibrio lentus,Inf
1.057.O.,Vibrio parahaemolyticus,NoInf
1.057.O.,Vibrio sp. 10N.1,NoInf
1.057.O.,Vibrio sp. 10N.2,NoInf
1.057.O.,Vibrio sp. 10N.3,NoInf
1.057.O.,Vibrio sp. 10N.4,NoInf
1.057.O.,Vibrio sp. 10N.5,NoInf
1.057.O.,Vibrio sp. F12,Inf
1.057.O.,Vibrio sp. F13,NoInf
1.057.O.,Vibrio splendidus,Inf
1.057.O.,Vibrio tasmaniensis,NoInf
1.057.O.,Vibrio vulnificus,NoInf
1.060.A.,Aliivibrio fischeri,NoInf
1.060.A.,Enterovibrio norvegicus,NoInf
1.060.A.,Shewanella sp. 10N.6,NoInf
1.060.A.,Shewanella sp. 10N.7,NoInf
1.060.A.,Vibrio alginolyticus,NoInf
1.060.A.,Vibrio anguillarum,NoInf
1.060.A.,Vibrio breoganii,NoInf
1.060.A.,Vibrio cyclitrophicus,NoInf
1.060.A.,Vibrio jasicida,NoInf
1.060.A.,Vibrio kanaloae,NoInf
1.060.A.,Vibrio lentus,Inf
1.060.A.,Vibrio parahaemolyticus,NoInf
1.060.A.,Vibrio sp. 10N.1,NoInf
1.060.A.,Vibrio sp. 10N.2,NoInf
1.060.A.,Vibrio sp. 10N.3,NoInf
1.060.A.,Vibrio sp. 10N.4,NoInf
1.060.A.,Vibrio sp. 10N.5,NoInf
1.060.A.,Vibrio sp. F12,NoInf
1.060.A.,Vibrio sp. F13,NoInf
1.060.A.,Vibrio splendidus,Inf
1.060.A.,Vibrio tasmaniensis,NoInf
1.060.A.,Vibrio vulnificus,NoInf
1.061.O.,Aliivibrio fischeri,NoInf
1.061.O.,Enterovibrio norvegicus,NoInf
1.061.O.,Shewanella sp. 10N.6,NoInf
1.061.O.,Shewanella sp. 10N.7,NoInf
1.061.O.,Vibrio alginolyticus,NoInf
1.061.O.,Vibrio anguillarum,NoInf
1.061.O.,Vibrio breoganii,NoInf
1.061.O.,Vibrio cyclitrophicus,NoInf
1.061.O.,Vibrio jasicida,NoInf
1.061.O.,Vibrio kanaloae,NoInf
1.061.O.,Vibrio lentus,Inf
1.061.O.,Vibrio parahaemolyticus,NoInf
1.061.O.,Vibrio sp. 10N.1,NoInf
1.061.O.,Vibrio sp. 10N.2,NoInf
1.061.O.,Vibrio sp. 10N.3,NoInf
1.061.O.,Vibrio sp. 10N.4,NoInf
1.061.O.,Vibrio sp. 10N.5,NoInf
1.061.O.,Vibrio sp. F12,NoInf
1.061.O.,Vibrio sp. F13,NoInf
1.061.O.,Vibrio splendidus,NoInf
1.061.O.,Vibrio tasmaniensis,NoInf
1.061.O.,Vibrio vulnificus,NoInf
1.062.O.,Aliivibrio fischeri,NoInf
1.062.O.,Enterovibrio norvegicus,NoInf
1.062.O.,Shewanella sp. 10N.6,NoInf
1.062.O.,Shewanella sp. 10N.7,NoInf
1.062.O.,Vibrio alginolyticus,NoInf
1.062.O.,Vibrio anguillarum,NoInf
1.062.O.,Vibrio breoganii,NoInf
1.062.O.,Vibrio cyclitrophicus,Inf
1.062.O.,Vibrio jasicida,NoInf
1.062.O.,Vibrio kanaloae,NoInf
1.062.O.,Vibrio lentus,Inf
1.062.O.,Vibrio parahaemolyticus,NoInf
1.062.O.,Vibrio sp. 10N.1,NoInf
1.062.O.,Vibrio sp. 10N.2,NoInf
1.062.O.,Vibrio sp. 10N.3,NoInf
1.062.O.,Vibrio sp. 10N.4,NoInf
1.062.O.,Vibrio sp. 10N.5,NoInf
1.062.O.,Vibrio sp. F12,Inf
1.062.O.,Vibrio sp. F13,NoInf
1.062.O.,Vibrio splendidus,Inf
1.062.O.,Vibrio tasmaniensis,NoInf
1.062.O.,Vibrio vulnificus,NoInf
1.063.O.,Aliivibrio fischeri,NoInf
1.063.O.,Enterovibrio norvegicus,NoInf
1.063.O.,Shewanella sp. 10N.6,NoInf
1.063.O.,Shewanella sp. 10N.7,NoInf
1.063.O.,Vibrio alginolyticus,NoInf
1.063.O.,Vibrio anguillarum,NoInf
1.063.O.,Vibrio breoganii,NoInf
1.063.O.,Vibrio cyclitrophicus,NoInf
1.063.O.,Vibrio jasicida,NoInf
1.063.O.,Vibrio kanaloae,NoInf
1.063.O.,Vibrio lentus,Inf
1.063.O.,Vibrio parahaemolyticus,NoInf
1.063.O.,Vibrio sp. 10N.1,NoInf
1.063.O.,Vibrio sp. 10N.2,NoInf
1.063.O.,Vibrio sp. 10N.3,NoInf
1.063.O.,Vibrio sp. 10N.4,NoInf
1.063.O.,Vibrio sp. 10N.5,NoInf
1.063.O.,Vibrio sp. F12,NoInf
1.063.O.,Vibrio sp. F13,NoInf
1.063.O.,Vibrio splendidus,NoInf
1.063.O.,Vibrio tasmaniensis,NoInf
1.063.O.,Vibrio vulnificus,NoInf
1.064.O.,Aliivibrio fischeri,NoInf
1.064.O.,Enterovibrio norvegicus,NoInf
1.064.O.,Shewanella sp. 10N.6,NoInf
1.064.O.,Shewanella sp. 10N.7,NoInf
1.064.O.,Vibrio alginolyticus,NoInf
1.064.O.,Vibrio anguillarum,NoInf
1.064.O.,Vibrio breoganii,Inf
1.064.O.,Vibrio cyclitrophicus,NoInf
1.064.O.,Vibrio jasicida,NoInf
1.064.O.,Vibrio kanaloae,NoInf
1.064.O.,Vibrio lentus,NoInf
1.064.O.,Vibrio parahaemolyticus,NoInf
1.064.O.,Vibrio sp. 10N.1,NoInf
1.064.O.,Vibrio sp. 10N.2,NoInf
1.064.O.,Vibrio sp. 10N.3,NoInf
1.064.O.,Vibrio sp. 10N.4,NoInf
1.064.O.,Vibrio sp. 10N.5,NoInf
1.064.O.,Vibrio sp. F12,NoInf
1.064.O.,Vibrio sp. F13,NoInf
1.064.O.,Vibrio splendidus,NoInf
1.064.O.,Vibrio tasmaniensis,NoInf
1.064.O.,Vibrio vulnificus,NoInf
1.066.O.,Aliivibrio fischeri,NoInf
1.066.O.,Enterovibrio norvegicus,NoInf
1.066.O.,Shewanella sp. 10N.6,NoInf
1.066.O.,Shewanella sp. 10N.7,NoInf
1.066.O.,Vibrio alginolyticus,NoInf
1.066.O.,Vibrio anguillarum,NoInf
1.066.O.,Vibrio breoganii,NoInf
1.066.O.,Vibrio cyclitrophicus,NoInf
1.066.O.,Vibrio jasicida,NoInf
1.066.O.,Vibrio kanaloae,NoInf
1.066.O.,Vibrio lentus,Inf
1.066.O.,Vibrio parahaemolyticus,NoInf
1.066.O.,Vibrio sp. 10N.1,NoInf
1.066.O.,Vibrio sp. 10N.2,NoInf
1.066.O.,Vibrio sp. 10N.3,NoInf
1.066.O.,Vibrio sp. 10N.4,NoInf
1.066.O.,Vibrio sp. 10N.5,NoInf
1.066.O.,Vibrio sp. F12,NoInf
1.066.O.,Vibrio sp. F13,NoInf
1.066.O.,Vibrio splendidus,NoInf
1.066.O.,Vibrio tasmaniensis,NoInf
1.066.O.,Vibrio vulnificus,NoInf
1.067.O.,Aliivibrio fischeri,NoInf
1.067.O.,Enterovibrio norvegicus,NoInf
1.067.O.,Shewanella sp. 10N.6,NoInf
1.067.O.,Shewanella sp. 10N.7,NoInf
1.067.O.,Vibrio alginolyticus,NoInf
1.067.O.,Vibrio anguillarum,NoInf
1.067.O.,Vibrio breoganii,NoInf
1.067.O.,Vibrio cyclitrophicus,NoInf
1.067.O.,Vibrio jasicida,NoInf
1.067.O.,Vibrio kanaloae,NoInf
1.067.O.,Vibrio lentus,Inf
1.067.O.,Vibrio parahaemolyticus,NoInf
1.067.O.,Vibrio sp. 10N.1,NoInf
1.067.O.,Vibrio sp. 10N.2,NoInf
1.067.O.,Vibrio sp. 10N.3,NoInf
1.067.O.,Vibrio sp. 10N.4,NoInf
1.067.O.,Vibrio sp. 10N.5,NoInf
1.067.O.,Vibrio sp. F12,NoInf
1.067.O.,Vibrio sp. F13,NoInf
1.067.O.,Vibrio splendidus,NoInf
1.067.O.,Vibrio tasmaniensis,NoInf
1.067.O.,Vibrio vulnificus,NoInf
1.068.O.,Aliivibrio fischeri,NoInf
1.068.O.,Enterovibrio norvegicus,NoInf
1.068.O.,Shewanella sp. 10N.6,NoInf
1.068.O.,Shewanella sp. 10N.7,NoInf
1.068.O.,Vibrio alginolyticus,NoInf
1.068.O.,Vibrio anguillarum,NoInf
1.068.O.,Vibrio breoganii,NoInf
