	host	virus	Infection
2099	S. caprae	PG-2021_40	0
2100	S. caprae	PG-2021_39	0
2101	S. caprae	PG-2021_41	0
2102	S. caprae	PG-2021_26	0
2103	S. caprae	PG-2021_11	0
2104	S. caprae	PG-2021_13	0
2105	S. caprae	PG-2021_43	0
2106	S. caprae	PG-2021_22	0
2107	S. caprae	PG-2021_4	0
2108	S. caprae	PG-2021_68	0
2109	S. caprae	PG-2021_52	0
2110	S. caprae	PG-2021_67	0
2111	S. caprae	PG-2021_6	0
2112	S. caprae	PG-2021_90	0
2113	S. caprae	PG-2021_94	0
2114	S. caprae	PG-2021_93	0
2115	S. caprae	PG-2021_89	0
2116	S. nepalensis	PG-2021_9	0
2117	S. nepalensis	PG-2021_38	0
2118	S. nepalensis	PG-2021_16	0
2119	S. nepalensis	PG-2021_84	0
2120	S. nepalensis	PG-2021_15	0
2121	S. nepalensis	PG-2021_45	0
2122	S. nepalensis	PG-2021_17	0
2123	S. nepalensis	PG-2021_10	0
2124	S. nepalensis	PG-2021_86	0
2125	S. nepalensis	PG-2021_85	0
2126	S. nepalensis	PG-2021_48	0
2127	S. nepalensis	PG-2021_2	0
2128	S. nepalensis	PG-2021_29	0
2129	S. nepalensis	PG-2021_87	0
2130	S. nepalensis	PG-2021_8	0
2131	S. nepalensis	PG-2021_64	0
2132	S. nepalensis	PG-2021_47	0
2133	S. nepalensis	PG-2021_34	0
2134	S. nepalensis	PG-2021_20	0
2135	S. nepalensis	PG-2021_49	0
2136	S. nepalensis	PG-2021_18	0
2137	S. nepalensis	PG-2021_21	0
2138	S. nepalensis	PG-2021_30	0
2139	S. nepalensis	PG-2021_35	0
2140	S. nepalensis	PG-2021_36	0
2141	S. nepalensis	PG-2021_69	0
2142	S. nepalensis	PG-2021_58	0
2143	S. nepalensis	PG-2021_57	0
2144	S. nepalensis	PG-2021_65	0
2145	S. nepalensis	PG-2021_81	0
2146	S. nepalensis	PG-2021_83	0
2147	S. nepalensis	PG-2021_66	0
2148	S. nepalensis	PG-2021_56	0
2149	S. nepalensis	PG-2021_71	0
2150	S. nepalensis	PG-2021_1	0
2151	S. nepalensis	PG-2021_62	0
2152	S. nepalensis	PG-2021_75	1
2153	S. nepalensis	PG-2021_61	0
2154	S. nepalensis	PG-2021_79	0
2155	S. nepalensis	PG-2021_60	0
2156	S. nepalensis	PG-2021_5	0
2157	S. nepalensis	PG-2021_74	0
2158	S. nepalensis	PG-2021_88	0
2159	S. nepalensis	PG-2021_82	0
2160	S. nepalensis	PG-2021_44	0
2161	S. nepalensis	PG-2021_80	0
2162	S. nepalensis	PG-2021_54	0
2163	S. nepalensis	PG-2021_63	0
2164	S. nepalensis	PG-2021_73	0
2165	S. nepalensis	PG-2021_72	0
2166	S. nepalensis	PG-2021_7	0
2167	S. nepalensis	PG-2021_25	0
2168	S. nepalensis	PG-2021_19	0
2169	S. nepalensis	PG-2021_78	0
2170	S. nepalensis	PG-2021_3	0
2171	S. nepalensis	PG-2021_77	0
2172	S. nepalensis	PG-2021_37	0
2173	S. nepalensis	PG-2021_53	0
2174	S. nepalensis	PG-2021_70	0
2175	S. nepalensis	PG-2021_55	0
2176	S. nepalensis	PG-2021_50	0
2177	S. nepalensis	PG-2021_51	0
2178	S. nepalensis	PG-2021_59	0
2179	S. nepalensis	PG-2021_28	0
2180	S. nepalensis	PG-2021_27	0
2181	S. nepalensis	PG-2021_46	0
2182	S. nepalensis	PG-2021_33	0
2183	S. nepalensis	PG-2021_31	0
2184	S. nepalensis	PG-2021_32	0
2185	S. nepalensis	PG-2021_76	0
2186	S. nepalensis	PG-2021_42	0
2187	S. nepalensis	PG-2021_12	0
2188	S. nepalensis	PG-2021_14	0
2189	S. nepalensis	PG-2021_23	0
2190	S. nepalensis	PG-2021_24	0
2191	S. nepalensis	PG-2021_40	0
2192	S. nepalensis	PG-2021_39	0
2193	S. nepalensis	PG-2021_41	0
2194	S. nepalensis	PG-2021_26	0
2195	S. nepalensis	PG-2021_11	0
2196	S. nepalensis	PG-2021_13	0
2197	S. nepalensis	PG-2021_43	0
2198	S. nepalensis	PG-2021_22	0
2199	S. nepalensis	PG-2021_4	0
2200	S. nepalensis	PG-2021_68	0
2201	S. nepalensis	PG-2021_52	0
2202	S. nepalensis	PG-2021_67	0
2203	S. nepalensis	PG-2021_6	0
2204	S. nepalensis	PG-2021_90	0
2205	S. nepalensis	PG-2021_94	0
2206	S. nepalensis	PG-2021_93	0
2207	S. nepalensis	PG-2021_89	0
2208	S. arlettae	PG-2021_9	0
2209	S. arlettae	PG-2021_38	0
2210	S. arlettae	PG-2021_16	0
2211	S. arlettae	PG-2021_84	0
2212	S. arlettae	PG-2021_15	0
2213	S. arlettae	PG-2021_45	0
2214	S. arlettae	PG-2021_17	0
2215	S. arlettae	PG-2021_10	0
2216	S. arlettae	PG-2021_86	0
2217	S. arlettae	PG-2021_85	0
2218	S. arlettae	PG-2021_48	0
2219	S. arlettae	PG-2021_2	0
2220	S. arlettae	PG-2021_29	0
2221	S. arlettae	PG-2021_87	0
2222	S. arlettae	PG-2021_8	0
2223	S. arlettae	PG-2021_64	0
2224	S. arlettae	PG-2021_47	0
2225	S. arlettae	PG-2021_34	0
2226	S. arlettae	PG-2021_20	0
2227	S. arlettae	PG-2021_49	0
2228	S. arlettae	PG-2021_18	0
2229	S. arlettae	PG-2021_21	0
2230	S. arlettae	PG-2021_30	0
2231	S. arlettae	PG-2021_35	0
2232	S. arlettae	PG-2021_36	0
2233	S. arlettae	PG-2021_69	0
2234	S. arlettae	PG-2021_58	0
2235	S. arlettae	PG-2021_57	0
2236	S. arlettae	PG-2021_65	0
2237	S. arlettae	PG-2021_81	0
2238	S. arlettae	PG-2021_83	0
2239	S. arlettae	PG-2021_66	0
2240	S. arlettae	PG-2021_56	0
2241	S. arlettae	PG-2021_71	0
2242	S. arlettae	PG-2021_1	0
2243	S. arlettae	PG-2021_62	0
2244	S. arlettae	PG-2021_75	0
2245	S. arlettae	PG-2021_61	0
2246	S. arlettae	PG-2021_79	0
2247	S. arlettae	PG-2021_60	0
2248	S. arlettae	PG-2021_5	0
2249	S. arlettae	PG-2021_74	0
2250	S. arlettae	PG-2021_88	0
2251	S. arlettae	PG-2021_82	0
2252	S. arlettae	PG-2021_44	0
2253	S. arlettae	PG-2021_80	0
2254	S. arlettae	PG-2021_54	0
2255	S. arlettae	PG-2021_63	1
2256	S. arlettae	PG-2021_73	0
2257	S. arlettae	PG-2021_72	0
2258	S. arlettae	PG-2021_7	0
2259	S. arlettae	PG-2021_25	0
2260	S. arlettae	PG-2021_19	0
2261	S. arlettae	PG-2021_78	1
2262	S. arlettae	PG-2021_3	0
2263	S. arlettae	PG-2021_77	0
2264	S. arlettae	PG-2021_37	1
2265	S. arlettae	PG-2021_53	0
2266	S. arlettae	PG-2021_70	0
2267	S. arlettae	PG-2021_55	0
2268	S. arlettae	PG-2021_50	0
2269	S. arlettae	PG-2021_51	0
2270	S. arlettae	PG-2021_59	0
2271	S. arlettae	PG-2021_28	0
2272	S. arlettae	PG-2021_27	0
2273	S. arlettae	PG-2021_46	0
2274	S. arlettae	PG-2021_33	0
2275	S. arlettae	PG-2021_31	0
2276	S. arlettae	PG-2021_32	0
2277	S. arlettae	PG-2021_76	0
2278	S. arlettae	PG-2021_42	0
2279	S. arlettae	PG-2021_12	0
2280	S. arlettae	PG-2021_14	0
2281	S. arlettae	PG-2021_23	0
2282	S. arlettae	PG-2021_24	0
2283	S. arlettae	PG-2021_40	0
2284	S. arlettae	PG-2021_39	0
2285	S. arlettae	PG-2021_41	0
2286	S. arlettae	PG-2021_26	0
2287	S. arlettae	PG-2021_11	0
2288	S. arlettae	PG-2021_13	0
2289	S. arlettae	PG-2021_43	0
2290	S. arlettae	PG-2021_22	0
2291	S. arlettae	PG-2021_4	0
2292	S. arlettae	PG-2021_68	0
2293	S. arlettae	PG-2021_52	0
2294	S. arlettae	PG-2021_67	0
2295	S. arlettae	PG-2021_6	0
2296	S. arlettae	PG-2021_90	0
2297	S. arlettae	PG-2021_94	0
2298	S. arlettae	PG-2021_93	0
2299	S. arlettae	PG-2021_89	0
2300	S. hominis	PG-2021_9	0
2301	S. hominis	PG-2021_38	0
2302	S. hominis	PG-2021_16	0
2303	S. hominis	PG-2021_84	0
2304	S. hominis	PG-2021_15	0
2305	S. hominis	PG-2021_45	0
2306	S. hominis	PG-2021_17	0
2307	S. hominis	PG-2021_10	0
2308	S. hominis	PG-2021_86	0
2309	S. hominis	PG-2021_85	0
2310	S. hominis	PG-2021_48	0
2311	S. hominis	PG-2021_2	0
2312	S. hominis	PG-2021_29	0
2313	S. hominis	PG-2021_87	0
2314	S. hominis	PG-2021_8	0
2315	S. hominis	PG-2021_64	0
2316	S. hominis	PG-2021_47	0
2317	S. hominis	PG-2021_34	0
2318	S. hominis	PG-2021_20	0
2319	S. hominis	PG-2021_49	0
2320	S. hominis	PG-2021_18	0
2321	S. hominis	PG-2021_21	0
2322	S. hominis	PG-2021_30	0
2323	S. hominis	PG-2021_35	0
2324	S. hominis	PG-2021_36	0
2325	S. hominis	PG-2021_69	0
2326	S. hominis	PG-2021_58	0
2327	S. hominis	PG-2021_57	0
2328	S. hominis	PG-2021_65	0
2329	S. hominis	PG-2021_81	0
2330	S. hominis	PG-2021_83	0
2331	S. hominis	PG-2021_66	0
2332	S. hominis	PG-2021_56	0
2333	S. hominis	PG-2021_71	0
2334	S. hominis	PG-2021_1	0
2335	S. hominis	PG-2021_62	0
2336	S. hominis	PG-2021_75	0
2337	S. hominis	PG-2021_61	0
2338	S. hominis	PG-2021_79	0
2339	S. hominis	PG-2021_60	0
2340	S. hominis	PG-2021_5	0
2341	S. hominis	PG-2021_74	0
2342	S. hominis	PG-2021_88	0
2343	S. hominis	PG-2021_82	0
2344	S. hominis	PG-2021_44	0
2345	S. hominis	PG-2021_80	0
2346	S. hominis	PG-2021_54	0
2347	S. hominis	PG-2021_63	1
2348	S. hominis	PG-2021_73	0
2349	S. hominis	PG-2021_72	0
2350	S. hominis	PG-2021_7	0
2351	S. hominis	PG-2021_25	0
2352	S. hominis	PG-2021_19	0
2353	S. hominis	PG-2021_78	0
2354	S. hominis	PG-2021_3	0
2355	S. hominis	PG-2021_77	0
2356	S. hominis	PG-2021_37	0
2357	S. hominis	PG-2021_53	0
2358	S. hominis	PG-2021_70	0
2359	S. hominis	PG-2021_55	0
2360	S. hominis	PG-2021_50	0
2361	S. hominis	PG-2021_51	0
2362	S. hominis	PG-2021_59	0
2363	S. hominis	PG-2021_28	0
2364	S. hominis	PG-2021_27	0
2365	S. hominis	PG-2021_46	0
2366	S. hominis	PG-2021_33	0
2367	S. hominis	PG-2021_31	0
2368	S. hominis	PG-2021_32	0
2369	S. hominis	PG-2021_76	0
2370	S. hominis	PG-2021_42	0
2371	S. hominis	PG-2021_12	0
2372	S. hominis	PG-2021_14	0
2373	S. hominis	PG-2021_23	0
2374	S. hominis	PG-2021_24	0
2375	S. hominis	PG-2021_40	0
2376	S. hominis	PG-2021_39	0
2377	S. hominis	PG-2021_41	0
2378	S. hominis	PG-2021_26	0
2379	S. hominis	PG-2021_11	0
2380	S. hominis	PG-2021_13	0
2381	S. hominis	PG-2021_43	0
2382	S. hominis	PG-2021_22	0
2383	S. hominis	PG-2021_4	0
2384	S. hominis	PG-2021_68	0
2385	S. hominis	PG-2021_52	0
2386	S. hominis	PG-2021_67	0
2387	S. hominis	PG-2021_6	0
2388	S. hominis	PG-2021_90	0
2389	S. hominis	PG-2021_94	0
2390	S. hominis	PG-2021_93	0
2391	S. hominis	PG-2021_89	0
2484	S. fleuretti	PG-2021_9	0
2485	S. fleuretti	PG-2021_38	0
2486	S. fleuretti	PG-2021_16	0
2487	S. fleuretti	PG-2021_84	0
2488	S. fleuretti	PG-2021_15	0
2489	S. fleuretti	PG-2021_45	0
2490	S. fleuretti	PG-2021_17	0
2491	S. fleuretti	PG-2021_10	0
2492	S. fleuretti	PG-2021_86	0
2493	S. fleuretti	PG-2021_85	0s
2494	S. fleuretti	PG-2021_48	0
2495	S. fleuretti	PG-2021_2	0
2496	S. fleuretti	PG-2021_29	0
2497	S. fleuretti	PG-2021_87	0
2498	S. fleuretti	PG-2021_8	0
2499	S. fleuretti	PG-2021_64	0
2500	S. fleuretti	PG-2021_47	0
2501	S. fleuretti	PG-2021_34	0
2502	S. fleuretti	PG-2021_20	0
2503	S. fleuretti	PG-2021_49	0
2504	S. fleuretti	PG-2021_18	0
2505	S. fleuretti	PG-2021_21	0
2506	S. fleuretti	PG-2021_30	0
2507	S. fleuretti	PG-2021_35	0
2508	S. fleuretti	PG-2021_36	0
2509	S. fleuretti	PG-2021_69	0
2510	S. fleuretti	PG-2021_58	0
2511	S. fleuretti	PG-2021_57	0
2512	S. fleuretti	PG-2021_65	0
2513	S. fleuretti	PG-2021_81	0
2514	S. fleuretti	PG-2021_83	0
2515	S. fleuretti	PG-2021_66	0
2516	S. fleuretti	PG-2021_56	0
2517	S. fleuretti	PG-2021_71	0
2518	S. fleuretti	PG-2021_1	0
2519	S. fleuretti	PG-2021_62	0
2520	S. fleuretti	PG-2021_75	0
2521	S. fleuretti	PG-2021_61	0
2522	S. fleuretti	PG-2021_79	0
2523	S. fleuretti	PG-2021_60	0
2524	S. fleuretti	PG-2021_5	0
2525	S. fleuretti	PG-2021_74	0
2526	S. fleuretti	PG-2021_88	0
2527	S. fleuretti	PG-2021_82	0
2528	S. fleuretti	PG-2021_44	0
2529	S. fleuretti	PG-2021_80	0
2530	S. fleuretti	PG-2021_54	0
2531	S. fleuretti	PG-2021_63	0
2532	S. fleuretti	PG-2021_73	0
2533	S. fleuretti	PG-2021_72	0
2534	S. fleuretti	PG-2021_7	0
2535	S. fleuretti	PG-2021_25	0
2536	S. fleuretti	PG-2021_19	0
2537	S. fleuretti	PG-2021_78	0
2538	S. fleuretti	PG-2021_3	0
2539	S. fleuretti	PG-2021_77	0
2540	S. fleuretti	PG-2021_37	0
2541	S. fleuretti	PG-2021_53	0
2542	S. fleuretti	PG-2021_70	0
2543	S. fleuretti	PG-2021_55	0
2544	S. fleuretti	PG-2021_50	0
2545	S. fleuretti	PG-2021_51	0
2546	S. fleuretti	PG-2021_59	0
2547	S. fleuretti	PG-2021_28	0
2548	S. fleuretti	PG-2021_27	0
2549	S. fleuretti	PG-2021_46	0
2550	S. fleuretti	PG-2021_33	0
2551	S. fleuretti	PG-2021_31	0
2552	S. fleuretti	PG-2021_32	0
2553	S. fleuretti	PG-2021_76	0
2554	S. fleuretti	PG-2021_42	1
2555	S. fleuretti	PG-2021_12	1
2556	S. fleuretti	PG-2021_14	1
2557	S. fleuretti	PG-2021_23	1
2558	S. fleuretti	PG-2021_24	1
2559	S. fleuretti	PG-2021_40	1
2560	S. fleuretti	PG-2021_39	1
2561	S. fleuretti	PG-2021_41	1
2562	S. fleuretti	PG-2021_26	1
2563	S. fleuretti	PG-2021_11	1
2564	S. fleuretti	PG-2021_13	1
2565	S. fleuretti	PG-2021_43	1
2566	S. fleuretti	PG-2021_22	1
2567	S. fleuretti	PG-2021_4	0
2568	S. fleuretti	PG-2021_68	0
2569	S. fleuretti	PG-2021_52	0
2570	S. fleuretti	PG-2021_67	0
2571	S. fleuretti	PG-2021_6	0
2572	S. fleuretti	PG-2021_90	0
2573	S. fleuretti	PG-2021_94	0
2574	S. fleuretti	PG-2021_93	0
2575	S. fleuretti	PG-2021_89	0
