hostname,phagename,infection
Mycobacterium_smegmatis,NC_023691,Inf
Aeromonas_salmonicida,NC_023688,Inf
Croceibacter_atlanticus,NC_023614,Inf
Geobacillus_kaustophilus,NC_023612,Inf
Vibrio_alginolyticus,NC_023605,Inf
Mycobacterium_smegmatis,NC_023604,Inf
Clavibacter_michiganensis,NC_023549,Inf
Mycobacterium_smegmatis,NC_023606,Inf
Bacillus_thuringiensis,NC_023599,Inf
Mycobacterium_smegmatis,NC_023597,Inf
Escherichia_coli,NC_023593,Inf
Mycobacterium_abscessus,NC_023591,Inf
Acinetobacter_baumannii,NC_023590,Inf
Shigella_boydii,NC_023589,Inf
Acinetobacter_baumannii,NC_023581,Inf
Erwinia_amylovora,NC_023579,Inf
Mycobacterium_smegmatis,NC_023578,Inf
Acinetobacter_baumannii,NC_023570,Inf
Vibrio_parahaemolyticus,NC_023569,Inf
Enterobacter_cloacae,NC_023561,Inf
Erwinia_amylovora,NC_023557,Inf
Achromobacter_xylosoxidans,NC_023556,Inf
Edwardsiella_ictaluri,NC_023555,Inf
Erwinia_amylovora,NC_023610,Inf
Salmonella_enterica,NC_023608,Inf
Pseudomonas_aeruginosa,NC_023583,Inf
Citrobacter_rodentium,NC_023576,Inf
Pseudomonas_aeruginosa,NC_023575,Inf
Vibrio_harveyi,NC_023568,Inf
Citrobacter_rodentium,NC_023548,Inf
Rhizobium_leguminosarum,NC_023502,Inf
Staphylococcus_aureus,NC_023500,Inf
Staphylococcus_aureus,NC_023499,Inf
Bacillus_megaterium,NC_022764,Inf
Lactobacillus_delbrueckii,NC_022762,Inf
Bacillus_pumilus,NC_022773,Inf
Salmonella_enteritidis,NC_022772,Inf
Bacillus_megaterium,NC_022770,Inf
Bacillus_megaterium,NC_022767,Inf
Bacillus_pumilus,NC_022766,Inf
Bacillus_pumilus,NC_022765,Inf
Escherichia_coli,NC_012223,Inf
Lactobacillus_delbrueckii,NC_022989,Inf
Pseudomonas_aeruginosa,NC_015294,Inf
Pseudomonas_aeruginosa,NC_022986,Inf
Pseudomonas_aeruginosa,NC_022974,Inf
Pseudomonas_aeruginosa,NC_022971,Inf
Pseudomonas_aeruginosa,NC_022970,Inf
Escherichia_coli,NC_022968,Inf
Pseudomonas_aeruginosa,NC_022967,Inf
Pseudomonas_aeruginosa,NC_022966,Inf
Ralstonia_solanacearum,NC_022917,Inf
Burkholderia_cenocepacia,NC_022916,Inf
Ralstonia_solanacearum,NC_022915,Inf
Staphylococcus_saprophyticus,NC_022914,Inf
Streptococcus_thermophilus,NC_022776,Inf
Lactobacillus_paracasei,NC_022757,Inf
Lactobacillus_paracasei,NC_022756,Inf
Salmonella_enteritidis,NC_022754,Inf
Mycobacterium_smegmatis,NC_022753,Inf
Salmonella_enteritidis,NC_022752,Inf
Phormidium_foveolarum,NC_022751,Inf
Escherichia_coli,NC_022750,Inf
Shigella_flexneri,NC_022749,Inf
Vibrio_cholerae,NC_022747,Inf
Pseudomonas_aeruginosa,NC_022746,Inf
Propionibacterium_acnes,NC_022342,Inf
Propionibacterium_acnes,NC_022341,Inf
Propionibacterium_acnes,NC_022340,Inf
Propionibacterium_acnes,NC_022338,Inf
Propionibacterium_acnes,NC_022337,Inf
Propionibacterium_acnes,NC_022336,Inf
Propionibacterium_acnes,NC_022335,Inf
Propionibacterium_acnes,NC_022334,Inf
Mycobacterium_smegmatis,NC_022330,Inf
Mycobacterium_smegmatis,NC_022328,Inf
Escherichia_coli,NC_022323,Inf
Staphylococcus_aureus,NC_021773,Inf
Pseudomonas_aeruginosa,NC_022096,Inf
Bacillus_anthracis,NC_022094,Inf
Pseudomonas_aeruginosa,NC_022091,Inf
Mycobacterium_smegmatis,NC_022069,Inf
Mycobacterium_smegmatis,NC_022053,Inf
Paenibacillus_larvae,NC_021865,Inf
Staphylococcus_aureus,NC_021863,Inf
Lactococcus_lactis,NC_021861,Inf
Cellulophaga_baltica,NC_021806,Inf
Cellulophaga_baltica,NC_021805,Inf
Cellulophaga_baltica,NC_021804,Inf
Cellulophaga_baltica,NC_021803,Inf
Cellulophaga_baltica,NC_021802,Inf
Cellulophaga_baltica,NC_021800,Inf
Cellulophaga_baltica,NC_021799,Inf
Cellulophaga_baltica,NC_021798,Inf
Cellulophaga_baltica,NC_021797,Inf
Cellulophaga_baltica,NC_021796,Inf
Cellulophaga_baltica,NC_021795,Inf
Cellulophaga_baltica,NC_021794,Inf
Cellulophaga_baltica,NC_021793,Inf
Cellulophaga_baltica,NC_021792,Inf
Cellulophaga_baltica,NC_021791,Inf
Cellulophaga_baltica,NC_021790,Inf
Cellulophaga_baltica,NC_021789,Inf
Cellulophaga_baltica,NC_021788,Inf
Flavobacterium_psychrophilum,NC_021867,Inf
Ralstonia_solanacearum,NC_021866,Inf
Ralstonia_solanacearum,NC_021862,Inf
Salmonella_enterica,NC_021774,Inf
Vibrio_parahaemolyticus,NC_021776,Inf
Mycobacterium_tuberculosis,NC_021556,Inf
Rhizobium_radiobacter,NC_021560,Inf
Prochlorococcus_marinus,NC_021559,Inf
Paenibacillus_glucanolyticus,NC_021558,Inf
Rhizobium_radiobacter,NC_021557,Inf
Vibrio_cholerae,NC_021540,Inf
Mycobacterium_smegmatis,NC_021533,Inf
Alteromonas_macleodii,NC_021532,Inf
Escherichia_coli,NC_021344,Inf
Mycobacterium_smegmatis,NC_021349,Inf
Mycobacterium_smegmatis,NC_021348,Inf
Mycobacterium_smegmatis,NC_021346,Inf
Burkholderia_pseudomallei,NC_021343,Inf
Streptomyces_lividans,NC_021339,Inf
Mycobacterium_tuberculosis,NC_021338,Inf
Bacillus_weihenstephanensis,NC_021336,Inf
Staphylococcus_aureus,NC_021332,Inf
Shigella_flexneri,NC_021331,Inf
Staphylococcus_aureus,NC_021326,Inf
Clostridium_perfringens,NC_021325,Inf
Mycobacterium_smegmatis,NC_021324,Inf
Staphylococcus_aureus,NC_021323,Inf
Mycobacterium_tuberculosis,NC_021318,Inf
Salmonella_gallinarum,NC_021317,Inf
Acinetobacter_baumannii,NC_021316,Inf
Streptomyces_lividans,NC_021304,Inf
Streptomyces_lividans,NC_021298,Inf
Pseudomonas_fluorescens,NC_018850,Inf
Xanthomonas_citri,NC_019933,Inf
Vibrio_splendidus,NC_021073,Inf
Vibrio_splendidus,NC_021070,Inf
Vibrio_fischeri,NC_021068,Inf
Vibrio_splendidus,NC_021067,Inf
Pseudomonas_fluorescens,NC_021062,Inf
Escherichia_coli,NC_019419,Inf
Bacillus_subtilis,NC_020883,Inf
Staphylococcus_aureus,NC_020877,Inf
Mycobacterium_smegmatis,NC_020876,Inf
Prochlorococcus_marinus,NC_020878,Inf
Prochlorococcus_marinus,NC_020874,Inf
Prochlorococcus_marinus,NC_020872,Inf
Vibrio_parahaemolyticus,NC_020868,Inf
Vibrio_natriegens,NC_020863,Inf
Vibrio_parahaemolyticus,NC_020850,Inf
Vibrio_parahaemolyticus,NC_020848,Inf
Prochlorococcus_marinus,NC_020835,Inf
Rhodobacter_capsulatus,NC_020489,Inf
Vibrio_vulnificus,NC_020488,Inf
Bacillus_pumilus,NC_020480,Inf
Bacillus_pumilus,NC_020479,Inf
Bacillus_pumilus,NC_020478,Inf
Bacillus_pumilus,NC_020477,Inf
Salmonella_enterica,NC_020416,Inf
Salmonella_enterica,NC_020414,Inf
Klebsiella_pneumoniae,NC_020080,Inf
Escherichia_coli,NC_020079,Inf
Cronobacter_sakazakii,NC_020078,Inf
Xanthomonas_citri,NC_020205,Inf
Klebsiella_pneumoniae,NC_020204,Inf
Pectobacterium_atrosepticum,NC_020201,Inf
Streptococcus_thermophilus,NC_020197,Inf
Sphingomonas_paucimobilis,NC_019521,Inf
Escherichia_coli,NC_019704,Inf
Cronobacter_sakazakii,NC_019934,Inf
Erwinia_amylovora,NC_019932,Inf
Helicobacter_pylori,NC_019931,Inf
Tetrasphaera_jenkinsii,NC_019930,Inf
Erwinia_amylovora,NC_019929,Inf
Cronobacter_sakazakii,NC_019927,Inf
Clostridium_sporogenes,NC_019924,Inf
Burkholderia_cenocepacia,NC_019917,Inf
Staphylococcus_capitis,NC_019915,Inf
Staphylococcus_hominis,NC_019914,Inf
Pseudomonas_aeruginosa,NC_019913,Inf
Bacillus_thuringiensis,NC_019912,Inf
Yersinia_enterocolitica,NC_019909,Inf
Pseudomonas_aeruginosa,NC_019813,Inf
Escherichia_coli,NC_019769,Inf
Escherichia_coli,NC_019768,Inf
Escherichia_coli,NC_019767,Inf
Escherichia_coli,NC_019724,Inf
Escherichia_coli,NC_019723,Inf
Vibrio_parahaemolyticus,NC_019722,Inf
Escherichia_coli,NC_019721,Inf
Escherichia_coli,NC_019720,Inf
Escherichia_coli,NC_019719,Inf
Escherichia_coli,NC_019718,Inf
Escherichia_coli,NC_019717,Inf
Escherichia_coli,NC_019716,Inf
Escherichia_coli,NC_019715,Inf
Escherichia_coli,NC_019714,Inf
Vibrio_parahaemolyticus,NC_019713,Inf
Escherichia_coli,NC_019711,Inf
Escherichia_coli,NC_019710,Inf
Escherichia_coli,NC_019709,Inf
Escherichia_coli,NC_019708,Inf
Escherichia_coli,NC_019707,Inf
Escherichia_coli,NC_019706,Inf
Escherichia_coli,NC_019705,Inf
Ralstonia_solanacearum,NC_019548,Inf
Salmonella_typhimurium,NC_019545,Inf
Aeromonas_salmonicida,NC_019543,Inf
Acinetobacter_baumannii,NC_019541,Inf
Salinivibrio_costicola,NC_019540,Inf
Salmonella_enterica,NC_019539,Inf
Aeromonas_hydrophila,NC_019538,Inf
Vibrio_parahaemolyticus,NC_019529,Inf
Aeromonas_salmonicida,NC_019528,Inf
Aeromonas_salmonicida,NC_019527,Inf
Bdellovibrio_bacteriovorus,NC_019525,Inf
Clostridium_perfringens,NC_019523,Inf
Pectobacterium_carotovorum,NC_019522,Inf
Vibrio_cholerae,NC_019518,Inf
Bacillus_cereus,NC_019515,Inf
Staphylococcus_aureus,NC_019513,Inf
Helicobacter_pylori,NC_019512,Inf
Cronobacter_sakazakii,NC_019509,Inf
Clostridium_perfringens,NC_019508,Inf
Clostridium_perfringens,NC_019506,Inf
Escherichia_coli,NC_019505,Inf
Escherichia_coli,NC_019503,Inf
Bacillus_thuringiensis,NC_019502,Inf
Escherichia_coli,NC_019501,Inf
Escherichia_coli,NC_019500,Inf
Clostridium_perfringens,NC_019496,Inf
Riemerella_anatipestifer,NC_019490,Inf
Salmonella_enterica,NC_019488,Inf
Enterobacter_cloacae,NC_019485,Inf
Vibrio_cholerae,NC_019457,Inf
Lactobacillus_delbrueckii,NC_019456,Inf
Haemophilus_parasuis,NC_019455,Inf
Pantoea_agglomerans,NC_019454,Inf
Caulobacter_crescentus,NC_019453,Inf
Pseudomonas_aeruginosa,NC_019450,Inf
Lactobacillus_delbrueckii,NC_019449,Inf
Brucella_melitensis,NC_019447,Inf
Brucella_abortus,NC_019446,Inf
Escherichia_coli,NC_019445,Inf
Escherichia_coli,NC_019442,Inf
Pseudomonas_aeruginosa,NC_017674,Inf
Escherichia_coli,NC_019423,Inf
Clostridium_difficile,NC_019422,Inf
Clostridium_difficile,NC_019421,Inf
Streptococcus_suis,NC_019418,Inf
Streptomyces_coelicolor,NC_019414,Inf
Caulobacter_crescentus,NC_019411,Inf
Caulobacter_crescentus,NC_019410,Inf
Caulobacter_crescentus,NC_019408,Inf
Caulobacter_crescentus,NC_019407,Inf
Caulobacter_crescentus,NC_019406,Inf
Caulobacter_crescentus,NC_019405,Inf
Escherichia_coli,NC_019404,Inf
Escherichia_coli,NC_019403,Inf
Cronobacter_sakazakii,NC_019402,Inf
Cronobacter_sakazakii,NC_019400,Inf
Escherichia_coli,NC_019399,Inf
Cronobacter_sakazakii,NC_019398,Inf
Escherichia_coli,NC_018859,Inf
Escherichia_coli,NC_018855,Inf
Escherichia_coli,NC_018854,Inf
Streptomyces_avermitilis,NC_018853,Inf
Propionibacterium_acnes,NC_018852,Inf
Propionibacterium_acnes,NC_018851,Inf
Propionibacterium_acnes,NC_018849,Inf
Streptomyces_venezuelae,NC_018848,Inf
Propionibacterium_acnes,NC_018847,Inf
Escherichia_coli,NC_018846,Inf
Propionibacterium_acnes,NC_018845,Inf
Salmonella_enterica,NC_018843,Inf
Propionibacterium_acnes,NC_018842,Inf
Propionibacterium_acnes,NC_018841,Inf
Propionibacterium_acnes,NC_018840,Inf
Propionibacterium_acnes,NC_018839,Inf
Propionibacterium_acnes,NC_018838,Inf
Streptomyces_coelicolor,NC_018836,Inf
Escherichia_coli,NC_018835,Inf
Propionibacterium_acnes,NC_018834,Inf
Providencia_stuartii,NC_018832,Inf
Pseudomonas_putida,NC_017971,Inf
Burkholderia_cepacia,NC_018452,Inf
Burkholderia_cenocepacia,NC_018283,Inf
Pseudomonas_aeruginosa,NC_018282,Inf
Salmonella_serovar,NC_018279,Inf
Burkholderia_cenocepacia,NC_018278,Inf
Croceibacter_atlanticus,NC_018276,Inf
Pseudomonas_aeruginosa,NC_018274,Inf
Leuconostoc_mesenteroides,NC_018273,Inf
Weissella_cibaria,NC_018270,Inf
Staphylococcus_pasteuri,NC_018277,Inf
Salmonella_serovar,NC_018275,Inf
Streptococcus_salivarius,NC_018285,Inf
Colwellia_psychrerythaea,NC_018088,Inf
Enterococcus_faecalis,NC_018086,Inf
Bacillus_thuringiensis,NC_018085,Inf
Clostridium_perfringens,NC_018084,Inf
Clostridium_perfringens,NC_018083,Inf
Xanthomonas_vesicatoria,NC_017981,Inf
Bacillus_cereus,NC_017976,Inf
Cronobacter_sakazakii,NC_017974,Inf
Pseudomonas_putida,NC_017972,Inf
Acinetobacter_baumannii,NC_017984,Inf
Clostridium_perfringens,NC_017978,Inf
Mycobacterium_smegmatis,NC_017973,Inf
Escherichia_coli,NC_017969,Inf
Staphylococcus_aureus,NC_017968,Inf
Pseudomonas_aeruginosa,NC_017864,Inf
Pseudomonas_aeruginosa,NC_017865,Inf
Enterococcus_faecalis,NC_017732,Inf
Lactococcus_lactis,NC_017688,Inf
Salmonella_enterica,NC_016763,Inf
Bacteroides_fragilis,NC_016770,Inf
Erwinia_pyrifoliae,NC_016767,Inf
Pseudomonas_aeruginosa,NC_016765,Inf
Pseudomonas_aeruginosa,NC_016762,Inf
Salmonella_enterica,NC_006940,Inf
Rhodococcus_equi,NC_016655,Inf
Rhodococcus_equi,NC_016654,Inf
Rhodococcus_erythropolis,NC_016653,Inf
Rhodococcus_equi,NC_016652,Inf
Rhodococcus_rhodochrous,NC_016651,Inf
Rhodococcus_globerulus,NC_016650,Inf
Nocardia_brasiliensis,NC_016569,Inf
Escherichia_coli,NC_016570,Inf
Pseudomonas_fluorescens,NC_016571,Inf
Helicobacter_pylori,NC_016568,Inf
Staphylococcus_aureus,NC_016565,Inf
Shigella_sonnei,NC_016566,Inf
Salmonella_enteritidis,NC_016071,Inf
Gordonia_terrae,NC_016434,Inf
Gordonia_terrae,NC_016166,Inf
Yersinia_enterocolitica,NC_016163,Inf
Vibrio_cholerae,NC_016162,Inf
Mycobacterium_smegmatis,NC_009993,Inf
Escherichia_coli,NC_016160,Inf
Escherichia_coli,NC_016158,Inf
Burkholderia_cenocepacia,NC_012743,Inf
Salmonella_enterica,NC_015938,Inf
Thermus_thermophilus,NC_015937,Inf
Pantoea_agglomerans,NC_015585,Inf
Bdellovibrio_bacteriovorus,NC_015721,Inf
Gordonia_terrae,NC_015720,Inf
Clostridium_difficile,NC_015568,Inf
Campylobacter_jejuni,NC_015464,Inf
Vibrio_cholerae,NC_015209,Inf
Shigella_flexneri,NC_015457,Inf
Shigella_flexneri,NC_015456,Inf
Burkholderia_cenocepacia,NC_015273,Inf
Enterococcus_faecalis,NC_015270,Inf
Burkholderia_ambifaria,NC_015266,Inf
Burkholderia_cenocepacia,NC_015265,Inf
Lactococcus_lactis,NC_015263,Inf
Salmonella_enterica,NC_015296,Inf
Salmonella_enterica,NC_015271,Inf
Pseudomonas_fluorescens,NC_015264,Inf
Clostridium_difficile,NC_015262,Inf
Aeromonas_salmonicida,NC_015251,Inf
Acinetobacter_johnsonii,NC_015250,Inf
Escherichia_coli,NC_015249,Inf
Tsukamurella_paurometabola,NC_015210,Inf
Vibrio_cholerae,NC_015159,Inf
Vibrio_cholerae,NC_015158,Inf
Vibrio_cholerae,NC_015157,Inf
Salmonella_enterica,NC_014900,Inf
Escherichia_coli,NC_014792,Inf
Acinetobacter_johnsonii,NC_014663,Inf
Escherichia_coli,NC_014662,Inf
Acinetobacter_johnsonii,NC_014661,Inf
Aeromonas_salmonicida,NC_014636,Inf
Aeromonas_salmonicida,NC_014635,Inf
Shigella_sonnei,NC_014595,Inf
Staphylococcus_aureus,NC_014460,Inf
Escherichia_coli,NC_014467,Inf
Escherichia_coli,NC_014260,Inf
Streptomyces_avermitilis,NC_014229,Inf
Klebsiella_pneumoniae,NC_014036,Inf
Klebsiella_pneumoniae,NC_013649,Inf
Mycobacterium_smegmatis,NC_013936,Inf
Pseudomonas_aeruginosa,NC_013691,Inf
Pseudomonas_aeruginosa,NC_013692,Inf
Clavibacter_michiganensis,NC_013698,Inf
Enterococcus_faecalis,NC_013696,Inf
Klebsiella_pneumoniae,NC_013647,Inf
Mycobacterium_smegmatis,NC_013650,Inf
Pseudomonas_fluorescens,NC_013638,Inf
Escherichia_coli,NC_013594,Inf
Sodalis_glossinidius,NC_013600,Inf
Xylella_fastidiosa,NC_013599,Inf
Aggregatibacter_actinomycetemcomitans,NC_013597,Inf
Thermus_thermophilus,NC_013197,Inf
Staphylococcus_aureus,NC_013195,Inf
Lactococcus_lactis,NC_013152,Inf
Lactococcus_lactis,NC_013155,Inf
Salmonella_enterica,NC_013059,Inf
Burkholderia_pyrrocinia,NC_013055,Inf
Prochlorococcus_marinus,NC_013021,Inf
Escherichia_coli,NC_012868,Inf
Staphylococcus_aureus,NC_012784,Inf
Vibrio_cholerae,NC_012757,Inf
Streptococcus_oralis,NC_012756,Inf
Streptococcus_thermophilus,NC_012753,Inf
Escherichia_coli,NC_012749,Inf
Xanthomonas_campestris,NC_012742,Inf
Escherichia_coli,NC_012741,Inf
Escherichia_coli,NC_012740,Inf
Ruegeria_pomeroyi,NC_012697,Inf
Lactococcus_lactis,NC_012663,Inf
Vibrio_parahaemolyticus,NC_012662,Inf
Thermus_thermophilus,NC_004462,Inf
Pseudomonas_aeruginosa,NC_012418,Inf
Mycobacterium_smegmatis,NC_012027,Inf
Salmonella_enterica,NC_011976,Inf
Erwinia_amylovora,NC_011811,Inf
Salmonella_enterica,NC_011802,Inf
Lactobacillus_jensenii,NC_011801,Inf
Pseudomonas_aeruginosa,NC_011810,Inf
Pseudomonas_aeruginosa,NC_011756,Inf
Pseudomonas_aeruginosa,NC_011611,Inf
Staphylococcus_aureus,NC_011614,Inf
Staphylococcus_aureus,NC_011612,Inf
Bacillus_anthracis,NC_011523,Inf
Clostridium_difficile,NC_011398,Inf
Pseudomonas_aeruginosa,NC_011373,Inf
Escherichia_coli,NC_011357,Inf
Escherichia_coli,NC_011356,Inf
Staphylococcus_aureus,NC_011344,Inf
Mycobacterium_smegmatis,NC_011289,Inf
Mycobacterium_smegmatis,NC_011287,Inf
Mycobacterium_smegmatis,NC_011292,Inf
Mycobacterium_smegmatis,NC_011288,Inf
Mycobacterium_smegmatis,NC_011285,Inf
Mycobacterium_smegmatis,NC_011290,Inf
Mycobacterium_smegmatis,NC_011291,Inf
Mycobacterium_smegmatis,NC_011273,Inf
Bacteroides_fragilis,NC_011222,Inf
Burkholderia_cenocepacia,NC_011216,Inf
Ralstonia_solanacearum,NC_011201,Inf
Bacillus_thuringiensis,NC_011167,Inf
Pseudomonas_aeruginosa,NC_011166,Inf
Pseudomonas_aeruginosa,NC_011165,Inf
Lactobacillus_rhamnosus,NC_011104,Inf
Pseudomonas_aeruginosa,NC_011107,Inf
Bacillus_subtilis,NC_011048,Inf
Escherichia_coli,NC_011041,Inf
Mycobacterium_smegmatis,NC_011039,Inf
Mycobacterium_smegmatis,NC_011044,Inf
Yersinia_pestis,NC_011038,Inf
Escherichia_coli,NC_011045,Inf
Escherichia_coli,NC_011042,Inf
Escherichia_coli,NC_011040,Inf
Streptococcus_gordonii,NC_010945,Inf
Pseudomonas_chlororaphis,NC_010821,Inf
Salmonella_enterica,NC_010807,Inf
Staphylococcus_aureus,NC_010808,Inf
Escherichia_coli,NC_010583,Inf
Lactococcus_lactis,NC_010576,Inf
Escherichia_coli,NC_010237,Inf
Salmonella_enterica,NC_010495,Inf
Salmonella_typhimurium,NC_010463,Inf
Lactobacillus_johnsonii,NC_010179,Inf
Salmonella_typhimurium,NC_010393,Inf
Salmonella_typhimurium,NC_010392,Inf
Salmonella_typhimurium,NC_010391,Inf
Lactococcus_lactis,NC_010363,Inf
Azospirillum_brasilense,NC_010355,Inf
Streptococcus_thermophilus,NC_010353,Inf
Halomonas_aquamarina,NC_010342,Inf
Pseudomonas_aeruginosa,NC_010326,Inf
Pseudomonas_aeruginosa,NC_010325,Inf
Escherichia_coli,NC_010324,Inf
Staphylococcus_aureus,NC_010147,Inf
Pseudomonas_aeruginosa,NC_010116,Inf
Escherichia_coli,NC_010105,Inf
Escherichia_coli,NC_010106,Inf
Spiroplasma_kunkelii,NC_009987,Inf
Aeromonas_media,NC_009542,Inf
Pseudomonas_aeruginosa,NC_009936,Inf
Pseudomonas_aeruginosa,NC_009935,Inf
Pseudomonas_aeruginosa,NC_009818,Inf
Listeria_monocytogenes,NC_009815,Inf
Listeria_monocytogenes,NC_009814,Inf
Listeria_monocytogenes,NC_009813,Inf
Listeria_monocytogenes,NC_009812,Inf
Listeria_monocytogenes,NC_009810,Inf
Escherichia_coli,NC_009821,Inf
Mycobacterium_smegmatis,NC_009820,Inf
Streptococcus_equi,NC_009819,Inf
Corynebacterium_glutamicum,NC_009816,Inf
Thermus_thermophilus,NC_009804,Inf
Thermus_thermophilus,NC_009803,Inf
Bacillus_thuringiensis,NC_009760,Inf
Ralstonia_pickettii,NC_005131,Inf
Escherichia_coli,NC_007804,Inf
Actinomyces_naeslundii,NC_009643,Inf
Burkholderia_cenocepacia,NC_009604,Inf
Lactobacillus_delbrueckii,NC_009554,Inf
Leptolyngbya_foveolarum,NC_009551,Inf
Burkholderia_pseudomallei,NC_009235,Inf
Escherichia_coli,NC_009540,Inf
Propionibacterium_acnes,NC_009541,Inf
Staphylococcus_aureus,NC_009526,Inf
Escherichia_coli,NC_009514,Inf
Burkholderia_cepacia,NC_009447,Inf
Ralstonia_solanacearum,NC_009382,Inf
Burkholderia_thailandensis,NC_009237,Inf
Burkholderia_thailandensis,NC_009234,Inf
Burkholderia_pseudomallei,NC_009236,Inf
Clostridium_difficile,NC_009231,Inf
Streptococcus_dysgalactiae,NC_009018,Inf
Burkholderia_ambifaria,NC_009015,Inf
Vibrio_parahaemolyticus,NC_009016,Inf
Erwinia_amylovora,NC_009014,Inf
Staphylococcus_aureus,NC_008799,Inf
Staphylococcus_aureus,NC_008798,Inf
Staphylococcus_epidermidis,NC_008723,Inf
Staphylococcus_epidermidis,NC_008722,Inf
Pseudomonas_aeruginosa,NC_008717,Inf
Escherichia_coli,NC_008720,Inf
Yersinia_pestis,NC_008694,Inf
Staphylococcus_aureus,NC_008689,Inf
Ralstonia_solanacearum,NC_008575,Inf
Burkholderia_pseudomallei,NC_007145,Inf
Escherichia_coli,NC_008464,Inf
Lactococcus_lactis,NC_008371,Inf
Lactococcus_lactis,NC_008370,Inf
Lactococcus_lactis,NC_008364,Inf
Lactococcus_lactis,NC_008363,Inf
Clostridium_perfringens,NC_008265,Inf
Pasteurella_multocida,NC_008193,Inf
Aeromonas_salmonicida,NC_008208,Inf
Mannheimia_haemolytica,NC_008201,Inf
Escherichia_coli,NC_008152,Inf
Streptomyces_aureofaciens,NC_007967,Inf
Vibrio_parahaemolyticus,NC_005083,Inf
Burkholderia_cepacia,NC_005091,Inf
Clostridium_difficile,NC_007917,Inf
Lactobacillus_gasseri,NC_007924,Inf
Escherichia_coli,NC_007821,Inf
Escherichia_coli,NC_007817,Inf
Escherichia_coli,NC_007856,Inf
Sodalis_glossinidius,NC_007902,Inf
Pseudomonas_aeruginosa,NC_007810,Inf
Pseudomonas_aeruginosa,NC_007809,Inf
Pseudomonas_aeruginosa,NC_007808,Inf
Pseudomonas_aeruginosa,NC_007807,Inf
Pseudomonas_aeruginosa,NC_007806,Inf
Pseudomonas_aeruginosa,NC_007805,Inf
Bacillus_anthracis,NC_007814,Inf
Escherichia_coli,NC_007637,Inf
Pseudomonas_aeruginosa,NC_007623,Inf
Escherichia_coli,NC_007603,Inf
Clostridium_botulinum,NC_007581,Inf
Lactobacillus_rhamnosus,NC_007501,Inf
Burkholderia_cepacia,NC_007497,Inf
Bacillus_cereus,NC_007458,Inf
Escherichia_coli,NC_007291,Inf
Staphylococcus_aureus,NC_007064,Inf
Staphylococcus_aureus,NC_007063,Inf
Staphylococcus_aureus,NC_007062,Inf
Staphylococcus_aureus,NC_007061,Inf
Staphylococcus_aureus,NC_007059,Inf
Staphylococcus_aureus,NC_007058,Inf
Staphylococcus_aureus,NC_007057,Inf
Staphylococcus_aureus,NC_007056,Inf
Staphylococcus_aureus,NC_007054,Inf
Staphylococcus_aureus,NC_007052,Inf
Staphylococcus_aureus,NC_007051,Inf
Staphylococcus_aureus,NC_007049,Inf
Staphylococcus_aureus,NC_007048,Inf
Staphylococcus_aureus,NC_007046,Inf
Staphylococcus_aureus,NC_007045,Inf
Staphylococcus_aureus,NC_007050,Inf
Staphylococcus_aureus,NC_007065,Inf
Xanthomonas_campestris,NC_007024,Inf
Aeromonas_salmonicida,NC_007022,Inf
Streptococcus_thermophilus,NC_007019,Inf
Salmonella_typhimurium,NC_006949,Inf
Escherichia_coli,NC_003287,Inf
Bacillus_clarkii,NC_006557,Inf
Pseudomonas_aeruginosa,NC_006552,Inf
Pseudomonas_aeruginosa,NC_006548,Inf
Vibrio_cholerae,NC_006294,Inf
Salmonella_enterica,NC_002371,Inf
Vibrio_parahaemolyticus,NC_005948,Inf
Lactobacillus_casei,NC_005893,Inf
Burkholderia_cepacia,NC_005887,Inf
Pseudomonas_aeruginosa,NC_005884,Inf
Vibrio_cholerae,NC_005891,Inf
Vibrio_cholerae,NC_005879,Inf
Burkholderia_cepacia,NC_005342,Inf
Burkholderia_cepacia,NC_004333,Inf
Burkholderia_cenocepacia,NC_005263,Inf
Staphylococcus_aureus,NC_002661,Inf
Klebsiella_oxytoca,NC_005857,Inf
Escherichia_coli,NC_005859,Inf
Escherichia_coli,NC_005856,Inf
Salmonella_typhimurium,NC_005841,Inf
Escherichia_coli,NC_005833,Inf
Lactococcus_lactis,NC_005822,Inf
Bordetella_bronchiseptica,NC_005357,Inf
Lactobacillus_johnsonii,NC_005354,Inf
Lactobacillus_johnsonii,NC_005355,Inf
Shigella_flexneri,NC_005344,Inf
Streptomyces_lividans,NC_004664,Inf
Bacillus_thuringiensis,NC_005258,Inf
Aeromonas_hydrophila,NC_005260,Inf
Aeromonas_salmonicida,NC_005135,Inf
Yersinia_enterocolitica,NC_005069,Inf
Escherichia_coli,NC_005066,Inf
Escherichia_coli,NC_005056,Inf
Pseudomonas_aeruginosa,NC_005045,Inf
Streptococcus_mitis,NC_004996,Inf
Escherichia_coli,NC_004928,Inf
Xanthomonas_oryzae,NC_004902,Inf
Salmonella_typhimurium,NC_004831,Inf
Escherichia_coli,NC_004813,Inf
Yersinia_pestis,NC_004777,Inf
Lactococcus_lactis,NC_004746,Inf
Yersinia_pestis,NC_004745,Inf
Vibrio_cholerae,NC_004736,Inf
Rhodothermus_marinus,NC_004735,Inf
Listeria_monocytogenes,NC_003291,Inf
Staphylococcus_aureus,NC_004679,Inf
Staphylococcus_aureus,NC_004678,Inf
Pseudomonas_putida,NC_004665,Inf
